Subject,SubjectID,Condition,trial_day,trial_time,trial_condition,experiment_day,days_past,day_no,RT,condition_time_box,Response,Total Number of Names,Unique Within Day,Unique Overall,Specific Description,Vague Description,Vague.Unique.Overall,Vague.Unique.Day,Specific.Unique.Overall,Specific.Unique.Day,Plural Exists,Only Number Exists
2019,66eaov2hu2,FOR,Friday,evening,forward,Friday,0,3,5244.7,Evening (after 6 pm),"Danny, Wha, Josh",3,1,1,3,0,0,0,1,1,,
2020,95hojexmbh,FR,FR,FR,FR,Tuesday,0,0,23383.6,FR,"mom, dad, grandmother, restraunt clerk",4,,4,3,1,1,1,3,3,,
2021,167cqpvtha,FOR,Saturday,midday,forward,Tuesday,3,0,41301,Midday (noon - 6 pm),"More people in the hallway, Uber driver, A friend",7,7,7,4,3,3,3,4,4,y,
2021,167cqpvtha,FOR,Saturday,evening,forward,Tuesday,3,0,44411,Evening (after 6 pm),"People working at the  movie theaters, People seeing a movie, Bus driver, People on the bus",7,7,7,0,7,7,7,0,0,y,
2021,167cqpvtha,FOR,Sunday,morning,forward,Tuesday,2,1,13876,Morning (until noon),"Roomate, A girl in the bathroom",2,2,2,1,1,0,0,2,2,,
2021,167cqpvtha,FOR,Sunday,midday,forward,Tuesday,2,1,33707,Midday (noon - 6 pm),"People working at IKE, People eating at IKE, Bus driver, People on the bus",7,7,4,0,7,4,7,0,0,y,
2021,167cqpvtha,FOR,Sunday,evening,forward,Tuesday,2,1,57323,Evening (after 6 pm),"People in Greek Life, those waiting for the bus, On the bus, People at 57 north",8,4,4,0,8,4,4,0,0,y,
2021,167cqpvtha,FOR,Monday,morning,forward,Tuesday,1,2,66458,Morning (until noon),"Bus driver, Those on the bus, Film class people and professor, People working and in both Walgreens and target, People in Starbucks",13,6,3,3,10,0,0,3,6,y,
2021,167cqpvtha,FOR,Monday,midday,forward,Tuesday,1,2,23327,Midday (noon - 6 pm),"Roomate, People in hall hallway, People at 57 north",5,5,0,1,4,0,4,0,1,y,
2021,167cqpvtha,FOR,Monday,evening,forward,Tuesday,1,2,15297,Evening (after 6 pm),"roommate, people in hallway",3,2,0,1,2,0,0,0,2,y,
2021,167cqpvtha,FOR,Tuesday,morning,forward,Tuesday,0,3,29609,Morning (until noon),"Roomate, People on waiting for the bus, On the bus",5,5,0,1,4,0,0,0,5,y,
2021,167cqpvtha,FOR,Tuesday,midday,forward,Tuesday,0,3,20256,Midday (noon - 6 pm),"Those in office hours, People on the bus",4,2,2,0,4,2,0,0,2,y,
2021,167cqpvtha,FOR,Tuesday,evening,forward,Tuesday,0,3,36761,Evening (after 6 pm),n/a,0,0,0,0,0,0,0,0,0,,
2022,423bjp9vgm,FOR,Sunday,morning,forward,Wednesday,3,0,54876,Morning (until noon),"girlfriend, her mom, and brother, my mom, my brother",6,6,6,6,0,0,0,6,6,,
2022,423bjp9vgm,FOR,Sunday,midday,forward,Wednesday,3,0,21125.4,Midday (noon - 6 pm),"girlfriend, mom, brother",3,3,3,3,0,0,0,3,3,,
2022,423bjp9vgm,FOR,Sunday,evening,forward,Wednesday,3,0,8455.7,Evening (after 6 pm),"girlfriend, mom",2,0,0,2,0,0,0,0,0,,
2022,423bjp9vgm,FOR,Monday,morning,forward,Wednesday,2,1,21739,Morning (until noon),"girlfriend, mom, roomate",3,3,1,3,0,0,0,1,3,,
2022,423bjp9vgm,FOR,Monday,midday,forward,Wednesday,2,1,6454.4,Midday (noon - 6 pm),roomate,1,0,0,1,0,0,0,0,0,,
2022,423bjp9vgm,FOR,Monday,evening,forward,Wednesday,2,1,5766.1,Evening (after 6 pm),roomate,1,0,0,1,0,0,0,0,0,,
2022,423bjp9vgm,FOR,Tuesday,morning,forward,Wednesday,1,2,5970.9,Morning (until noon),roomate,1,1,0,1,0,0,0,0,1,,
2022,423bjp9vgm,FOR,Tuesday,midday,forward,Wednesday,1,2,4240.8,Midday (noon - 6 pm),roomate,1,0,0,1,0,0,0,0,0,,
2022,423bjp9vgm,FOR,Tuesday,evening,forward,Wednesday,1,2,4864.4,Evening (after 6 pm),roomate,1,0,0,1,0,0,0,0,0,,
2022,423bjp9vgm,FOR,Wednesday,morning,forward,Wednesday,0,3,11292.3,Morning (until noon),"roommate, class",3,3,2,1,2,2,2,0,1,y,
2022,423bjp9vgm,FOR,Wednesday,midday,forward,Wednesday,0,3,11577.9,Midday (noon - 6 pm),roomate,1,0,0,1,0,0,0,0,0,,
2022,423bjp9vgm,FOR,Wednesday,evening,forward,Wednesday,0,3,7678.6,Evening (after 6 pm),roomate,1,0,0,1,0,0,0,0,0,,
2023,482ch9mlqj,BAR,Monday,evening,backward,Monday,0,0,55168.1,Evening (after 6 pm),"Nathan, Sarah, Danny, RA at lobby desk, Student in elevator with food",7,7,7,4,3,3,3,4,4,,
2023,482ch9mlqj,BAR,Monday,midday,backward,Monday,0,0,10194.1,Midday (noon - 6 pm),"Elie, Noah, Noi, Sarah, Danny, Michael, Abby, Carly, Eric, Ethan, Sammy, Isaac",12,8,8,5,3,3,3,5,5,,
2023,482ch9mlqj,BAR,Monday,morning,backward,Monday,0,0,31731.9,Morning (until noon),"Nathan, Girl in STAT 100, Guy who squeezed through to sit down",4,3,3,2,2,1,1,2,2,,
2023,482ch9mlqj,BAR,Sunday,evening,backward,Monday,1,1,72238.6,Evening (after 6 pm),"Sarah, Danny, Nathan, Vijul, Dovid, Josh, Other Josh, Dovid's young child, Student in orange who I played basketball with, Student in black who I played basketball with, Student in white who I played basketball with, Joey, Ben",13,13,6,13,0,0,0,6,13,,
2023,482ch9mlqj,BAR,Sunday,midday,backward,Monday,1,1,22228.6,Midday (noon - 6 pm),"Sarah, Danny",2,0,0,2,0,0,0,0,0,,
2023,482ch9mlqj,BAR,Sunday,morning,backward,Monday,1,1,5824.3,Morning (until noon),"Sarah, Danny",2,0,0,2,0,0,0,0,0,,
2023,482ch9mlqj,BAR,Saturday,evening,backward,Monday,2,2,64979.3,Evening (after 6 pm),"Nathan, Michael, Sarah, Danny, Noah, Nimrod, Tyler, Eric, Eli",11,11,4,10,1,0,1,4,10,,
2023,482ch9mlqj,BAR,Saturday,midday,backward,Monday,2,2,82985.1,Midday (noon - 6 pm),xx,2,0,2,2,0,0,0,2,0,,
2023,482ch9mlqj,BAR,Saturday,morning,backward,Monday,2,2,7811.7,Morning (until noon),"Sarah, Danny",2,0,0,2,0,0,0,0,0,,
2023,482ch9mlqj,BAR,Friday,evening,backward,Monday,3,3,74010.8,Evening (after 6 pm),"Nimrod, Noah, Joshua, Sarah, Danny, Batsheva, Elie, Ethan, Isaac, Student in UIUC shirt who I played basketball with, Student in UIUC shirt's brother",9,9,3,8,1,0,1,3,8,,
2023,482ch9mlqj,BAR,Friday,midday,backward,Monday,3,3,15084,Midday (noon - 6 pm),"Sarah, Danny",2,0,0,2,0,0,0,0,0,,
2023,482ch9mlqj,BAR,Friday,morning,backward,Monday,3,3,20107.7,Morning (until noon),"Ryan, Girl who sat next to me in STAT 100",2,0,2,1,1,0,0,2,0,,
2024,893jhnv32j,BAR,Wednesday,evening,backward,Wednesday,0,0,9537.6,Evening (after 6 pm),2,2,,,,,,,,,,y
2024,893jhnv32j,BAR,Wednesday,midday,backward,Wednesday,0,0,3870.7,Midday (noon - 6 pm),1,1,,,,,,,,,,y
2024,893jhnv32j,BAR,Wednesday,morning,backward,Wednesday,0,0,3390.7,Morning (until noon),4,4,,,,,,,,,,y
2024,893jhnv32j,BAR,Tuesday,evening,backward,Wednesday,1,1,2765.8,Evening (after 6 pm),3,3,,,,,,,,,,y
2024,893jhnv32j,BAR,Tuesday,midday,backward,Wednesday,1,1,2515.2,Midday (noon - 6 pm),4,4,,,,,,,,,,y
2024,893jhnv32j,BAR,Tuesday,morning,backward,Wednesday,1,1,2457.1,Morning (until noon),1,1,,,,,,,,,,y
2024,893jhnv32j,BAR,Monday,evening,backward,Wednesday,2,2,4608.8,Evening (after 6 pm),4,4,,,,,,,,,,y
2024,893jhnv32j,BAR,Monday,midday,backward,Wednesday,2,2,3416.7,Midday (noon - 6 pm),3,3,,,,,,,,,,y
2024,893jhnv32j,BAR,Monday,morning,backward,Wednesday,2,2,1931.5,Morning (until noon),1,1,,,,,,,,,,y
2024,893jhnv32j,BAR,Sunday,evening,backward,Wednesday,3,3,2833.5,Evening (after 6 pm),4,4,,,,,,,,,,y
2024,893jhnv32j,BAR,Sunday,midday,backward,Wednesday,3,3,2609.2,Midday (noon - 6 pm),3,3,,,,,,,,,,y
2024,893jhnv32j,BAR,Sunday,morning,backward,Wednesday,3,3,1972.1,Morning (until noon),1,1,,,,,,,,,,y
2025,a8cq7f1jat,FR,FR,FR,FR,Tuesday,0,0,52948.5,FR,"My girlfriend, My girlfriend's Dad, Co-worker, Attorney",4,,4,3,1,1,1,3,3,,
2026,aafr9fy4rl,FOR,Thursday,morning,forward,Sunday,3,0,81424,Morning (until noon),"Sophie, Sydney, Isabel, rhia, Micayla, matt",9,9,9,9,0,0,0,9,9,,
2026,aafr9fy4rl,FOR,Thursday,midday,forward,Sunday,3,0,27755,Midday (noon - 6 pm),"Cailey, sam",2,2,2,2,0,0,0,2,2,,
2026,aafr9fy4rl,FOR,Thursday,evening,forward,Sunday,3,0,12649,Evening (after 6 pm),"Sean, Reese, Taylor, ellen",4,3,3,4,0,0,0,3,3,,
2026,aafr9fy4rl,FOR,Friday,morning,forward,Sunday,2,1,8239,Morning (until noon),matt,1,1,1,1,0,0,0,1,1,,
2026,aafr9fy4rl,FOR,Friday,midday,forward,Sunday,2,1,21054,Midday (noon - 6 pm),"Sophie, Isabel, Sydney",3,3,2,3,0,0,0,2,3,,
2026,aafr9fy4rl,FOR,Friday,evening,forward,Sunday,2,1,7624,Evening (after 6 pm),Cailey,1,0,0,1,0,0,0,0,0,,
2026,aafr9fy4rl,FOR,Saturday,morning,forward,Sunday,1,2,19444,Morning (until noon),"Sydney, Isabel, Sophie, sam",4,4,2,4,0,0,0,2,4,,
2026,aafr9fy4rl,FOR,Saturday,midday,forward,Sunday,1,2,4428,Midday (noon - 6 pm),"rhia, Micayla",2,2,0,2,0,0,0,0,2,,
2026,aafr9fy4rl,FOR,Saturday,evening,forward,Sunday,1,2,13432,Evening (after 6 pm),"Rhia, Micayla",2,0,0,2,0,0,0,0,0,,
2026,aafr9fy4rl,FOR,Sunday,morning,forward,Sunday,0,3,46939,Morning (until noon),"matt, Sophie, Sydney",3,3,0,3,0,0,0,0,3,,
2026,aafr9fy4rl,FOR,Sunday,midday,forward,Sunday,0,3,3848,Midday (noon - 6 pm),Isabel,1,0,0,1,0,0,0,0,0,,
2026,aafr9fy4rl,FOR,Sunday,evening,forward,Sunday,0,3,1672,Evening (after 6 pm),"the lady at the checkout at circle k, the lady in the drive through at slim chickens, oberweis employee",3,3,3,0,3,3,3,0,0,,
2027,ak6wgd8bjz,FR,FR,FR,FR,Wednesday,0,0,41076,FR,"I have encountered my roommates, classmates, and my family when I left to come back to school",6,,6,6,0,0,0,6,6,y,
2028,aky1j7y3tv,FR,FR,FR,FR,Wednesday,0,0,18372.8,FR,Nyah,1,,1,1,0,0,0,1,1,,
2029,bofvoehr6b,BAR,Wednesday,evening,backward,Wednesday,0,0,10505.9,Evening (after 6 pm),zero,0,,,,,,,,,,y
2029,bofvoehr6b,BAR,Wednesday,midday,backward,Wednesday,0,0,10276.3,Midday (noon - 6 pm),1,1,,,,,,,,,,y
2029,bofvoehr6b,BAR,Wednesday,morning,backward,Wednesday,0,0,5285.9,Morning (until noon),2,2,,,,,,,,,,y
2029,bofvoehr6b,BAR,Tuesday,evening,backward,Wednesday,1,1,10436.1,Evening (after 6 pm),25,25,,,,,,,,,,y
2029,bofvoehr6b,BAR,Tuesday,midday,backward,Wednesday,1,1,10634.9,Midday (noon - 6 pm),25,25,,,,,,,,,,y
2029,bofvoehr6b,BAR,Tuesday,morning,backward,Wednesday,1,1,3428.3,Morning (until noon),25,25,,,,,,,,,,y
2029,bofvoehr6b,BAR,Monday,evening,backward,Wednesday,2,2,5327.1,Evening (after 6 pm),3,3,,,,,,,,,,y
2029,bofvoehr6b,BAR,Monday,midday,backward,Wednesday,2,2,7084.9,Midday (noon - 6 pm),3,3,,,,,,,,,,y
2029,bofvoehr6b,BAR,Monday,morning,backward,Wednesday,2,2,1676.5,Morning (until noon),3,3,,,,,,,,,,y
2029,bofvoehr6b,BAR,Sunday,evening,backward,Wednesday,3,3,7225.2,Evening (after 6 pm),2,2,,,,,,,,,,y
2029,bofvoehr6b,BAR,Sunday,midday,backward,Wednesday,3,3,5222.1,Midday (noon - 6 pm),1,1,,,,,,,,,,y
2029,bofvoehr6b,BAR,Sunday,morning,backward,Wednesday,3,3,970.4,Morning (until noon),1,1,,,,,,,,,,y
2030,cc3nb92h8k,BAR,Wednesday,evening,backward,Wednesday,0,0,8834.3,Evening (after 6 pm),xx,6,6,6,2,1,1,1,5,5,,
2030,cc3nb92h8k,BAR,Wednesday,midday,backward,Wednesday,0,0,31227.7,Midday (noon - 6 pm),"mom, boyfriend, brother",8,8,6,5,1,1,1,5,7,,
2030,cc3nb92h8k,BAR,Wednesday,morning,backward,Wednesday,0,0,17929.1,Morning (until noon),"chloe, boyfriend",2,1,1,2,0,0,0,1,1,,
2030,cc3nb92h8k,BAR,Tuesday,evening,backward,Wednesday,1,1,45764.6,Evening (after 6 pm),"keyosha, chloe, boyfriend, mom, dad, nesse",3,3,3,6,0,0,0,3,3,,
2030,cc3nb92h8k,BAR,Tuesday,midday,backward,Wednesday,1,1,37346,Midday (noon - 6 pm),"boyfriend, mom, dad, nesse, zaria, mike",4,2,1,4,0,0,0,1,2,,
2030,cc3nb92h8k,BAR,Tuesday,morning,backward,Wednesday,1,1,11527.2,Morning (until noon),"boyfriend, mom",2,0,0,2,0,0,0,0,0,,
2030,cc3nb92h8k,BAR,Monday,evening,backward,Wednesday,2,2,5928.6,Evening (after 6 pm),xx,0,0,0,0,0,0,0,0,0,,
2030,cc3nb92h8k,BAR,Monday,midday,backward,Wednesday,2,2,6711.8,Midday (noon - 6 pm),cousin,1,1,0,1,0,0,0,0,1,,
2030,cc3nb92h8k,BAR,Monday,morning,backward,Wednesday,2,2,28679.5,Morning (until noon),"monae, monique, tiara, grandad, tay tay, dad, boyfriend",7,7,1,7,0,0,0,1,7,,
2030,cc3nb92h8k,BAR,Sunday,evening,backward,Wednesday,3,3,36678.9,Evening (after 6 pm),"mom, malachi, dad, aunt shlelia, aunt melinda, tay tay, ari, damiya",8,8,5,8,0,0,0,5,8,,
2030,cc3nb92h8k,BAR,Sunday,midday,backward,Wednesday,3,3,18831.6,Midday (noon - 6 pm),"mom, malachi, boyfriend, donta mom",4,0,1,4,0,0,0,1,0,,
2030,cc3nb92h8k,BAR,Sunday,morning,backward,Wednesday,3,3,11278.6,Morning (until noon),"mom, boyfriend",2,0,0,2,0,0,0,0,0,,
2031,d4fn3wutu5,FR,FR,FR,FR,Monday,0,0,66399.985,FR,"Bryce, Paradon, Alyssa, Danny, Austin, Ian, Zach, Mom, Dad",9,,9,9,0,0,0,9,9,,
2032,dntpbz88dc,BAR,Monday,evening,backward,Monday,0,0,54562,Evening (after 6 pm),cashier of the store next to a elementary school,4,4,4,3,1,1,1,3,3,,
2032,dntpbz88dc,BAR,Monday,midday,backward,Monday,0,0,24117.2,Midday (noon - 6 pm),uncle,1,1,1,1,0,0,0,1,1,,
2032,dntpbz88dc,BAR,Monday,morning,backward,Monday,0,0,36838.4,Morning (until noon),parents,2,2,2,2,0,0,0,2,2,,
2032,dntpbz88dc,BAR,Sunday,evening,backward,Monday,1,1,11870.6,Evening (after 6 pm),parents,2,2,0,2,0,0,0,0,2,,
2032,dntpbz88dc,BAR,Sunday,midday,backward,Monday,1,1,6214.6,Midday (noon - 6 pm),sisters,2,0,0,2,0,0,0,0,0,y,
2032,dntpbz88dc,BAR,Sunday,morning,backward,Monday,1,1,4430.7,Morning (until noon),family,2,0,0,2,0,0,0,0,0,y,
2032,dntpbz88dc,BAR,Saturday,evening,backward,Monday,2,2,6730,Evening (after 6 pm),family,2,2,0,2,0,0,0,0,2,y,
2032,dntpbz88dc,BAR,Saturday,midday,backward,Monday,2,2,4951.2,Midday (noon - 6 pm),sister,1,0,0,1,0,0,0,0,0,,
2032,dntpbz88dc,BAR,Saturday,morning,backward,Monday,2,2,8759.1,Morning (until noon),none,0,0,0,0,0,0,0,0,0,,
2032,dntpbz88dc,BAR,Friday,evening,backward,Monday,3,3,13473.8,Evening (after 6 pm),family,2,1,0,2,0,0,0,0,1,y,
2032,dntpbz88dc,BAR,Friday,midday,backward,Monday,3,3,5593.1,Midday (noon - 6 pm),family,2,0,0,2,0,0,0,0,0,y,
2032,dntpbz88dc,BAR,Friday,morning,backward,Monday,3,3,4611.6,Morning (until noon),family,2,0,0,2,0,0,0,0,0,y,
2033,e0jkm6a2vz,FR,FR,FR,FR,Wednesday,0,0,141200.5,FR,Izzy,1,,1,1,0,0,0,1,1,,
2034,f09q6c0p6c,BAR,Tuesday,evening,backward,Tuesday,0,0,26583,Evening (after 6 pm),"My Psych class, one friend, people in the dining hall, coworker",6,6,6,2,4,4,4,2,2,y,
2034,f09q6c0p6c,BAR,Tuesday,midday,backward,Tuesday,0,0,18623.7,Midday (noon - 6 pm),"people in the dining hall, psych class, people walking outside",6,6,6,0,6,6,6,0,0,y,
2034,f09q6c0p6c,BAR,Tuesday,morning,backward,Tuesday,0,0,9359,Morning (until noon),"co frind, coworker",3,2,2,3,0,0,0,2,2,,
2034,f09q6c0p6c,BAR,Monday,evening,backward,Tuesday,1,1,14506.6,Evening (after 6 pm),"two coworkers, three friends",5,5,5,5,0,0,0,5,5,,
2034,f09q6c0p6c,BAR,Monday,midday,backward,Tuesday,1,1,17049,Midday (noon - 6 pm),"microbio class, people on bus, people in dining hall",6,1,4,0,6,4,6,0,-5,y,
2034,f09q6c0p6c,BAR,Monday,morning,backward,Tuesday,1,1,6232.5,Morning (until noon),no one,0,0,0,0,0,0,0,0,0,,
2034,f09q6c0p6c,BAR,Sunday,evening,backward,Tuesday,2,2,4587.1,Evening (after 6 pm),no one,0,0,0,0,0,0,0,0,0,,
2034,f09q6c0p6c,BAR,Sunday,midday,backward,Tuesday,2,2,4022.3,Midday (noon - 6 pm),no one,0,0,0,0,0,0,0,0,0,,
2034,f09q6c0p6c,BAR,Sunday,morning,backward,Tuesday,2,2,5223.3,Morning (until noon),dining hall people,2,2,0,0,2,0,2,0,0,y,
2034,f09q6c0p6c,BAR,Saturday,evening,backward,Tuesday,3,3,6154.7,Evening (after 6 pm),four friends,4,4,4,4,0,0,0,4,4,,
2034,f09q6c0p6c,BAR,Saturday,midday,backward,Tuesday,3,3,3671,Midday (noon - 6 pm),no one,0,0,0,0,0,0,0,0,0,,
2034,f09q6c0p6c,BAR,Saturday,morning,backward,Tuesday,3,3,2977.1,Morning (until noon),no one,0,0,0,0,0,0,0,0,0,,
2035,fucy8y1al9,FOR,Tuesday,morning,forward,Friday,3,0,17324,Morning (until noon),"teachers, students, coworkers, boss",13,13,13,13,0,0,0,13,13,y,
2035,fucy8y1al9,FOR,Tuesday,midday,forward,Friday,3,0,21675,Midday (noon - 6 pm),"teacher, students",4,4,4,4,0,0,0,4,4,y,
2035,fucy8y1al9,FOR,Tuesday,evening,forward,Friday,3,0,11868,Evening (after 6 pm),"teacher, students",3,0,0,3,0,0,0,0,0,y,
2035,fucy8y1al9,FOR,Wednesday,morning,forward,Friday,2,1,14319,Morning (until noon),"teacher, students, coworkers",8,8,0,3,0,0,0,0,8,y,
2035,fucy8y1al9,FOR,Wednesday,midday,forward,Friday,2,1,6728,Midday (noon - 6 pm),teacher,1,1,1,1,0,0,0,1,1,,
2035,fucy8y1al9,FOR,Wednesday,evening,forward,Friday,2,1,30869,Evening (after 6 pm),roommates,2,2,2,2,0,0,0,2,2,y,
2035,fucy8y1al9,FOR,Thursday,morning,forward,Friday,1,2,22483,Morning (until noon),"teacher, students, coworkers",5,5,0,5,0,0,0,0,5,y,
2035,fucy8y1al9,FOR,Thursday,midday,forward,Friday,1,2,8114,Midday (noon - 6 pm),"teachers, students",4,0,0,4,0,0,0,0,0,y,
2035,fucy8y1al9,FOR,Thursday,evening,forward,Friday,1,2,9802,Evening (after 6 pm),roommates,2,0,0,2,0,0,0,0,0,y,
2035,fucy8y1al9,FOR,Friday,morning,forward,Friday,0,3,10235,Morning (until noon),"teachers , students, boss",6,6,2,6,0,0,0,2,6,y,
2035,fucy8y1al9,FOR,Friday,midday,forward,Friday,0,3,5464,Midday (noon - 6 pm),teachers,2,0,0,2,0,0,0,0,0,y,
2035,fucy8y1al9,FOR,Friday,evening,forward,Friday,0,3,7226,Evening (after 6 pm),students,2,0,0,2,0,0,0,0,0,y,
2036,h4hpmzt1j8,FR,FR,FR,FR,Sunday,0,0,126427.5,FR,"My cousin, My roomate at illini towers, My RA's , My fiance, My proffessors from all AHS classes, My lunch lady, My roomate right across from my dorm, A perverted black guy, Another perverted black guy, Alot of international students, My friend from medical ethics ",15,,15,10,5,5,5,10,10,y,
2037,jqr66pg2wa,BAR,Tuesday,evening,backward,Tuesday,0,0,22194.3,Evening (after 6 pm),None it is currently 2:31 pm,0,0,0,0,0,0,0,0,0,,
2037,jqr66pg2wa,BAR,Tuesday,midday,backward,Tuesday,0,0,23896.5,Midday (noon - 6 pm),"Rachael, Sean",12,12,12,10,2,2,2,10,10,,
2037,jqr66pg2wa,BAR,Tuesday,morning,backward,Tuesday,0,0,14294.5,Morning (until noon),"Sean, Rachael",2,1,1,2,0,0,0,1,1,,
2037,jqr66pg2wa,BAR,Monday,evening,backward,Tuesday,1,1,69431.1,Evening (after 6 pm),"Sammi, Clara, Sean, Kamila, Zach",5,5,4,5,0,0,0,4,5,,
2037,jqr66pg2wa,BAR,Monday,midday,backward,Tuesday,1,1,10666.4,Midday (noon - 6 pm),Sean,1,0,0,1,0,0,0,0,0,,
2037,jqr66pg2wa,BAR,Monday,morning,backward,Tuesday,1,1,15149.4,Morning (until noon),No one,0,0,0,0,0,0,0,0,0,,
2037,jqr66pg2wa,BAR,Sunday,evening,backward,Tuesday,2,2,38065.5,Evening (after 6 pm),"Emma, Sean",2,2,1,1,0,0,0,1,2,,
2037,jqr66pg2wa,BAR,Sunday,midday,backward,Tuesday,2,2,13946.5,Midday (noon - 6 pm),Sean,1,0,0,1,0,0,0,0,0,,
2037,jqr66pg2wa,BAR,Sunday,morning,backward,Tuesday,2,2,9358.5,Morning (until noon),Sean,1,0,0,1,0,0,0,0,0,,
2037,jqr66pg2wa,BAR,Saturday,evening,backward,Tuesday,3,3,49155.1,Evening (after 6 pm),"Sean, Sammi, Clara, Kamila, Ryan, Alin, Jules, Josie, Matt, Dillon, Zach, Maia, Lucy",13,13,8,13,0,0,0,8,13,,
2037,jqr66pg2wa,BAR,Saturday,midday,backward,Tuesday,3,3,23843.8,Midday (noon - 6 pm),"Sean, Kamila, Rachael, Hitarthee, Ananya",5,1,1,5,0,0,0,1,1,,
2037,jqr66pg2wa,BAR,Saturday,morning,backward,Tuesday,3,3,278814.7,Morning (until noon),Sean,1,0,0,1,0,0,0,0,0,,
2038,k3nhth3dlf,FOR,Saturday,morning,forward,Tuesday,3,0,28670,Morning (until noon),"Mia, Giuls",7,7,7,7,0,0,0,7,7,,
2038,k3nhth3dlf,FOR,Saturday,midday,forward,Tuesday,3,0,20210,Midday (noon - 6 pm),"Mia, Giuls, Liz, Selma, Colleen, Emily",6,4,4,6,0,0,0,4,4,,
2038,k3nhth3dlf,FOR,Saturday,evening,forward,Tuesday,3,0,10046,Evening (after 6 pm),"Mia, Giuls",2,0,0,2,0,0,0,0,0,,
2038,k3nhth3dlf,FOR,Sunday,morning,forward,Tuesday,2,1,7684,Morning (until noon),Mia,1,1,0,1,0,0,0,0,1,,
2038,k3nhth3dlf,FOR,Sunday,midday,forward,Tuesday,2,1,6075,Midday (noon - 6 pm),"Mia, Giuls",2,1,0,1,0,0,0,0,1,,
2038,k3nhth3dlf,FOR,Sunday,evening,forward,Tuesday,2,1,14344,Evening (after 6 pm),"Kaeli, Tiff, Giuls, Mia, Selma, Mackenzie",6,5,4,6,0,0,0,4,5,,
2038,k3nhth3dlf,FOR,Monday,morning,forward,Tuesday,1,2,12170,Morning (until noon),"Mia, Giuls",2,2,0,2,0,0,0,0,2,,
2038,k3nhth3dlf,FOR,Monday,midday,forward,Tuesday,1,2,13260,Midday (noon - 6 pm),"Willis, Mia, Anna",5,3,2,3,0,0,0,2,3,,
2038,k3nhth3dlf,FOR,Monday,evening,forward,Tuesday,1,2,15093,Evening (after 6 pm),"Kiersten, Mia, Giuls, Khalem",4,2,2,4,0,0,0,2,2,,
2038,k3nhth3dlf,FOR,Tuesday,morning,forward,Tuesday,0,3,7615,Morning (until noon),"Mia, Giuls",2,2,0,2,0,0,0,0,2,,
2038,k3nhth3dlf,FOR,Tuesday,midday,forward,Tuesday,0,3,12397,Midday (noon - 6 pm),"Mia, Giuls, Willis, Anna",4,2,0,4,0,0,0,0,2,,
2038,k3nhth3dlf,FOR,Tuesday,evening,forward,Tuesday,0,3,6639,Evening (after 6 pm),"Mia, Giuls",2,0,0,2,0,0,0,0,0,,
2039,k49nk1rrzp,FR,FR,FR,FR,Tuesday,0,0,129624.3,FR,"Angela Sanchez, Paola Duarte, Sheila Sanchez, Tadafe Gbaje, Emily Abu, Ericka Anderson, Natalie Sierra, Sabiha Uddin, Nubaira Kabir, Elina Mehra, Kaiya Bernard, Salifu Habib, Zee Mardeen, Miles Moore, Marshawn Porter, Al Waddell, Jordan Brown, Leojae Steward, Quentin Coleman, Bu-Turab Ahmed, Diego Rodriguez",21,,21,21,0,0,0,21,21,,
2040,l0t206ospn,FR,FR,FR,FR,Saturday,0,0,52409.7,FR,"30 Sorority Sisters, Boyfriend, Mom, Dad, Sister , Uncle, Grandma, Grandpa",7,,7,7,0,0,0,7,7,,
2041,ls7hxeywl0,BAR,Thursday,evening,backward,Thursday,0,0,47419.2,Evening (after 6 pm),"Andy, Young, Olivia, Mom, Esther, James, Steph",11,11,11,10,1,1,1,10,10,,
2041,ls7hxeywl0,BAR,Thursday,midday,backward,Thursday,0,0,34610.4,Midday (noon - 6 pm),"Andy, Olivia, Mom, James, Abbie",7,5,5,7,0,0,0,5,5,,
2041,ls7hxeywl0,BAR,Thursday,morning,backward,Thursday,0,0,21820.8,Morning (until noon),Mom,1,0,0,1,0,0,0,0,0,,
2041,ls7hxeywl0,BAR,Wednesday,evening,backward,Thursday,1,1,96703.5,Evening (after 6 pm),"Steph, James, Olivia, Ethan, Stephanie, Isabelle",6,6,3,6,0,0,0,3,6,,
2041,ls7hxeywl0,BAR,Wednesday,midday,backward,Thursday,1,1,24610.1,Midday (noon - 6 pm),"Steph, James, Olivia, Isabelle",4,1,1,4,0,0,0,1,1,,
2041,ls7hxeywl0,BAR,Wednesday,morning,backward,Thursday,1,1,9097,Morning (until noon),Olivia,1,0,0,1,0,0,0,0,0,,
2041,ls7hxeywl0,BAR,Tuesday,evening,backward,Thursday,2,2,52497.7,Evening (after 6 pm),"Esther, Olivia, James, Steph, Abbie, Andy",6,6,3,6,0,0,0,3,6,,
2041,ls7hxeywl0,BAR,Tuesday,midday,backward,Thursday,2,2,21312,Midday (noon - 6 pm),"Olivia, James, Abbie",3,0,0,3,0,0,0,0,0,,
2041,ls7hxeywl0,BAR,Tuesday,morning,backward,Thursday,2,2,4541,Morning (until noon),no one,0,0,0,0,0,0,0,0,0,,
2041,ls7hxeywl0,BAR,Monday,evening,backward,Thursday,3,3,36287.2,Evening (after 6 pm),"Esther S, James, Abbie, Olivia",4,4,2,0,0,0,0,2,4,,
